638.862054500757,435.886915984256,285.297795251791
620.80158065178,424.597391719448,278.575312672803
603.619609185787,413.928126101458,272.242466393009
587.437886027247,403.820701086647,266.228698711109
572.045423856941,394.253661781395,260.562055835396
557.546541714747,385.226298992439,255.211556208958
543.879629949004,376.724852344228,250.172205834143
530.970732300178,368.695130838859,245.424378585944
518.777008203361,361.120000734431,240.970123871523
507.368849951305,354.036252997662,236.770068384307
496.578819335651,347.366084162956,232.86758557043
486.484995236529,341.097109813558,229.200657631747
477.012898239385,335.238713188747,225.768607310155
468.118334996577,329.76615933957,222.583752312127
459.79376201841,324.647133790524,219.61701352718
452.02457350003,319.894902393613,216.873935821598
444.793200791789,315.457853486996,214.33447063177
438.06434116087,311.362784198311,212.001137389223
431.782380131451,307.594576484688,209.849220231339
